24559
-24219506809241608/2199023255552 6886285062963193/2199023255552 -6095978364927985/549755813888 1722037043200001/549755813888 
22163760978329660/2199023255552 2966268202188797/2199023255552 44278475443404608/4398046511104 5949194921574391/4398046511104 
-8116598996992001/8796093022208 10805300533657576/8796093022208 -4117599826739198/4398046511104 5337997587251199/4398046511104 
30432812859391932/2199023255552 -7317594990182405/2199023255552 30427759561932760/2199023255552 -7295221733785601/2199023255552 
5061862227967993/2199023255552 -3992927076352008/2199023255552 9537549500416010/4398046511104 -8078770569215983/4398046511104 
-17668990461542380/1099511627776 7128151700275195/1099511627776 -17693564049817642/1099511627776 7140807593164799/1099511627776 
-222994688586547072/35184372088832 6883935413862397/35184372088832 -222093752087347360/35184372088832 7314262196223993/35184372088832 
6293402157056011/2199023255552 10577122007449610/2199023255552 1571790782464002/549755813888 2645528307302399/549755813888 
4522341774131188/274877906944 1909901911654401/274877906944 4531091092275195/274877906944 1908471653990399/274877906944 
-6062793031680012/549755813888 1328570223820799/549755813888 -6053186817228824/549755813888 1332784660479999/549755813888 
-58799840401817608/8796093022208 1596585620275197/8796093022208 -117472160540262416/17592186044416 2511758321254403/17592186044416 
6896690711756773/549755813888 676726308864002/549755813888 55187299788390280/4398046511104 5251792896000019/4398046511104 
10434145733836798/1099511627776 8378339504947203/1099511627776 5260687337062403/549755813888 4188331311104000/549755813888 
1744345707315205/1099511627776 5066897909350405/1099511627776 6989912893030411/4398046511104 20256850863718388/4398046511104 
-7049472429260821/549755813888 2795172265984002/549755813888 -7025661365452824/549755813888 2798127153151999/549755813888 
-21478086226739192/2199023255552 5026566320947201/2199023255552 -2684962314649601/274877906944 614340965171199/274877906944 
-13075111057817562/1099511627776 8506455359488005/1099511627776 -12949818808729618/1099511627776 8514272703283203/1099511627776 
52622583555686400/4398046511104 -2220851462143999/4398046511104 210544974259814880/17592186044416 -8190085719654395/17592186044416 
7999897521356799/1099511627776 7805896700723199/1099511627776 8013611217715202/1099511627776 7788993655603197/1099511627776 
30346792717516788/8796093022208 3871500717260803/8796093022208 15230987508121590/4398046511104 2000384792985601/4398046511104 
-13464145336729654/1099511627776 8417377569996795/1099511627776 -6704113437900779/549755813888 4211075343974402/549755813888 
379665525/65536 493538400/65536 6418258617958398/1099511627776 8306649622118399/1099511627776 
-1771704628019201/274877906944 1313793271398400/274877906944 -3552324249190401/549755813888 2621920247808001/549755813888 
1652845707264004/1099511627776 5600239733964801/1099511627776 6583205075353611/4398046511104 22378240907673616/4398046511104 
17311759912140810/2199023255552 7100039797145601/2199023255552 4324068635443199/549755813888 1792189189324800/549755813888 
-4562584862719997/274877906944 1697807597568000/274877906944 -9105628463103990/549755813888 3400309040742399/549755813888 
7163933307699221/549755813888 1811321716735998/549755813888 7159923553075207/549755813888 1804681923788801/549755813888 
7439376606822403/4398046511104 19258297810944012/4398046511104 7454838489088003/4398046511104 19249461251276788/4398046511104 
5873792240844799/2199023255552 15355652289331198/2199023255552 2894061790822405/1099511627776 7659331780607995/1099511627776 
225514693538610656/17592186044416 2798437531648001/17592186044416 450944883595673792/35184372088832 5149519826124813/35184372088832 
7846115881779201/1099511627776 6030845018111996/1099511627776 7871584534528003/1099511627776 6019929761382399/1099511627776 
-16046514556108772/1099511627776 -8478469285478401/1099511627776 -16043232932659200/1099511627776 -8448932157849595/1099511627776 
-9643316425523196/1099511627776 8100036529356803/1099511627776 -9625006610841596/1099511627776 8108867216998395/1099511627776 
8336607857868795/1099511627776 7987123349094397/1099511627776 8341977405849603/1099511627776 7963818957209603/1099511627776 
3838427791359997/1099511627776 5630033552998401/1099511627776 7727698096947201/2199023255552 11266699139481594/2199023255552 
-10500/1 -9000/1 -10600/1 -9000/1 
9748786393907200/1099511627776 2758491609497595/1099511627776 9773607446118406/1099511627776 2764917492940805/1099511627776 
2566926840627200/549755813888 2279248966451201/549755813888 5164263224115195/1099511627776 4550311070924795/1099511627776 
-196240451462758400/35184372088832 8251010501836783/35184372088832 -196557769015295968/35184372088832 7734683290828793/35184372088832 
-67249255743487960/8796093022208 -2322705101619203/8796093022208 -8422824293171205/1099511627776 -294630090342400/1099511627776 
-13991444847001606/1099511627776 5611645304831997/1099511627776 -14010378774118424/1099511627776 5623979914035197/1099511627776 
7162492144844797/4398046511104 34984327276134384/4398046511104 7097873019699203/4398046511104 35078779646771204/4398046511104 
6479476162559995/2199023255552 9876340211711996/2199023255552 3220844838911995/1099511627776 4936005006131204/1099511627776 
17133825792409628/1099511627776 6188589016678399/1099511627776 8571059385139217/549755813888 3099884466995198/549755813888 
6280924102656005/2199023255552 10603325502259204/2199023255552 3139214245887995/1099511627776 5304782474444800/1099511627776 
-16292401433804794/2199023255552 8938714457702393/2199023255552 -2033845272576001/274877906944 1113406518067200/274877906944 
-26607050607820812/2199023255552 7851341145702395/2199023255552 -13324049711103996/1099511627776 3936496490905603/1099511627776 
36271166586880016/4398046511104 7421259730124781/4398046511104 36256724759347216/4398046511104 7329025307443181/4398046511104 
-8350593345126395/1099511627776 4222309787238395/1099511627776 -8358378812211203/1099511627776 4219699671859204/1099511627776 
-8387203747020801/1099511627776 8598298034176004/1099511627776 -8349639560396799/1099511627776 8585970135859199/1099511627776 
41494699101388800/4398046511104 7046862733312001/4398046511104 20747129769164800/2199023255552 3569531800780803/2199023255552 
14578142412799986/1099511627776 -1240489630105597/1099511627776 58434694361906984/4398046511104 -5065131687935999/4398046511104 
7045653096038397/549755813888 2128162167193598/549755813888 28223981643366484/2199023255552 8477587642777605/2199023255552 
108250765092454048/8796093022208 -7145915416576001/8796093022208 54160503970201600/4398046511104 -3616812092620801/4398046511104 
-33673573721702404/4398046511104 3528720383999999/4398046511104 -67288870105907184/8796093022208 7152603653734403/8796093022208 
5466642762956799/549755813888 1275514794803201/549755813888 21811816929689612/2199023255552 5094760670822397/2199023255552 
8548068727193603/2199023255552 14989271446323192/2199023255552 8694579960217595/2199023255552 14964993137049596/2199023255552 
-5620541843046389/2199023255552 16134402002124810/2199023255552 -2882036930969598/1099511627776 8068817485824003/1099511627776 
6487505738137603/2199023255552 10002551013375994/2199023255552 6421696269516791/2199023255552 9976742622003198/2199023255552 
1755198783487999/2199023255552 -19791209299968000/2199023255552 1535296457932799/2199023255552 -19791209299968000/2199023255552 
-8967843060121601/1099511627776 -8137203934822403/1099511627776 -8916868005887998/1099511627776 -8111715988275203/1099511627776 
-64086750527488008/8796093022208 -5719403266048003/8796093022208 -64334154065510360/8796093022208 -5916513743667201/8796093022208 
2484728758271999/274877906944 774177502003199/274877906944 2490647130931199/274877906944 771594387456000/274877906944 
-11228531811942410/2199023255552 -6696407662591997/2199023255552 -2817045141913599/549755813888 -1704156305817602/549755813888 
41649019289599904/35184372088832 7922429565337593/35184372088832 22228594851839968/17592186044416 3891285668659195/17592186044416 
-175096944866099136/35184372088832 6141039450521607/35184372088832 -174786727431372704/35184372088832 5605117290086393/35184372088832 
-12263951958016020/1099511627776 -8213345651916803/1099511627776 -6132125715660774/549755813888 -4083469936230399/549755813888 
45681100737542064663653125555922316365333/12750034848017263151347844865224343552 42571174312039162345273178695277883717917/12750034848017263151347844865224343552 3939635451236889/1099511627776 3672179568343685/1099511627776 
-7045617025024001/1099511627776 5050990172569600/1099511627776 -7071499236147203/1099511627776 5037060469555197/1099511627776 
-14656614485196752/1099511627776 6367715996467199/1099511627776 -14671514330726454/1099511627776 6375231350374403/1099511627776 
15491113209036806/2199023255552 5656965178982403/2199023255552 7761889224294399/1099511627776 2823574414950395/1099511627776 
1207496710553602/549755813888 3030243291955199/549755813888 4804560132505599/2199023255552 12127753679667208/2199023255552 
33218310543769544/2199023255552 -7695214051327993/2199023255552 16598847350374372/1099511627776 -3874256374988795/1099511627776 
-7472564456652798/1099511627776 -8379337749299205/1099511627776 -7591507368345601/1099511627776 -8396328874803197/1099511627776 
27536545284095972/2199023255552 -3436401655808007/2199023255552 55113151204556920/4398046511104 -6864331236966409/4398046511104 
41320306651955184/4398046511104 8571955288473587/4398046511104 41309743716761616/4398046511104 8625013234073591/4398046511104 
-4546748429107197/2199023255552 14020370445107210/2199023255552 -2295281064345599/1099511627776 7007002165247998/1099511627776 
-4868847068774401/549755813888 3120163297689601/549755813888 -4821937553407998/549755813888 3097814577971199/549755813888 
2813088235520005/274877906944 26291465420800/274877906944 721152604163276416/70368744177664 5346598427033603/70368744177664 
16325309942988780/1099511627776 -4179261967564801/1099511627776 16299233116160028/1099511627776 -4187039046041599/1099511627776 
45772671077580832/35184372088832 7723310016102389/35184372088832 47392494505164712/35184372088832 7486955952537589/35184372088832 
-20327680914227208/2199023255552 6508154716160005/2199023255552 -20415407298969600/2199023255552 6533137668505595/2199023255552 
11796207370239992/2199023255552 8976394407116805/2199023255552 5917059842048005/1099511627776 4481878904012800/1099511627776 
2135395454156805/1099511627776 4939373032243196/1099511627776 2127664513024005/1099511627776 4939373032243196/1099511627776 
3761294121369603/70368744177664 348127742027366656/70368744177664 8276377652428807/281474976710656 1394075946817944320/281474976710656 
-12248217445990382/1099511627776 8203114066739199/1099511627776 -12314434600959952/1099511627776 8193201248665597/1099511627776 
4179892459648025/4398046511104 11604652347208032/4398046511104 8644180694577593/8796093022208 23330522565847540/8796093022208 
-19563118015283208/1099511627776 7519627902976003/1099511627776 -19516960538623952/1099511627776 7510650414694397/1099511627776 
7252756922367995/2199023255552 -19791209299968000/2199023255552 7032854596812795/2199023255552 -19791209299968000/2199023255552 
15832296351334400/1099511627776 4842756820172805/1099511627776 7929225176678383/549755813888 2417160827699202/549755813888 
-7616995314892801/1099511627776 -7691169903411199/1099511627776 -7549027457433601/1099511627776 -7750640939827203/1099511627776 
47280355593420968/4398046511104 6398781528473579/4398046511104 47087414253977504/4398046511104 6313841839308807/4398046511104 
22824128977305592/2199023255552 2348788219904005/2199023255552 22842127574630340/2199023255552 2371179931238399/2199023255552 
-111872670747852784/17592186044416 6806032089087993/17592186044416 -13870324252672006/2199023255552 854227838566401/2199023255552 
