12834
8849800/20833 8347800/20833 26545600/62501 26206600/62501 
-26125438/62501 62746004/62501 -26125458/62501 62741004/62501 
-430/1 404/1 -53750/125 50033/125 
175084/62501 31355202/62501 200084/62501 31355302/62501 
2725064/62501 25120302/62501 3950064/62501 25125202/62501 
300/1 -474/1 37503/125 -59250/125 
304/1 -440/1 7506/25 -11000/25 
-51250/125 50023/125 -50000/125 50028/125 
30200600/62501 25029600/62501 30199400/62499 24970400/62499 
31379698/62499 3699920/62499 31375302/62501 3700060/62501 
2199800/20833 4207800/20833 6595600/62501 13626600/62501 
6385600/62501 8874600/62501 6384400/62499 8625400/62499 
-26125478/62501 62736004/62501 -26125498/62501 62731004/62501 
480/1 -400/1 468/1 -400/1 
-510/1 -410/1 -506/1 -410/1 
36475600/62501 31254600/62501 36474400/62499 31245400/62499 
35149400/62499 12490400/62499 35145600/62501 11259600/62501 
62500/125 -55452/125 31253596/62499 -27725540/62499 
26350202/62501 -54900/62501 420/1 -400/1 
27625600/62501 6289600/62501 8874800/20833 2097800/20833 
8859800/20833 5847800/20833 26575600/62501 18706600/62501 
-9158508/20833 10419532/20833 -27450524/62499 31258696/62499 
3019800/20833 7537800/20833 9055600/62501 23636600/62501 
31365302/62501 3700100/62501 31365202/62501 3675100/62501 
24055600/62501 23696600/62501 25194400/62499 23700400/62499 
15339400/62499 15088400/62499 15160600/62501 15089600/62501 
37625402/62501 3700060/62501 37625302/62501 3675060/62501 
26430600/62501 20044600/62501 8439800/20833 6682800/20833 
33904400/62499 13735400/62499 33900600/62501 12514600/62501 
1399958/62499 56378998/62499 466646/20833 18794666/20833 
35149400/62499 12490400/62499 35350600/62501 12491600/62501 
-26150438/62501 50245904/62501 -26175438/62501 50246004/62501 
43993600/62501 -27099462/62501 43991004/62501 -26450462/62501 
376612/753 -333440/753 31258696/62499 -27700520/62499 
50235904/62501 -27650502/62501 50240904/62501 -27650482/62501 
12635600/62501 8849600/62501 12634400/62499 8650400/62499 
13954400/62499 26155400/62499 14045600/62501 26156600/62501 
-410/1 -400/1 -410/1 -410/1 
200004/62501 25125202/62501 225004/62501 25125302/62501 
1461100/62501 28606302/62501 1486100/62501 28606402/62501 
498300/20833 4631266/20833 1491100/62501 14856202/62501 
10419532/20833 -8825180/20833 31263596/62499 -26475520/62499 
-29875498/62501 43995704/62501 -2392/5 3020/5 
10006/25 -11000/25 8337932/20833 -9233500/20833 
3020/5 -2318/5 3020/5 -2316/5 
37518/125 -55500/125 37528/125 -55500/125 
19099400/62499 12573400/62499 19095600/62501 13676600/62501 
111480/101 -44702/101 111488/101 -44682/101 
50008/125 -55500/125 50003/125 -56750/125 
15135600/62501 8839600/62501 5044800/20833 2886800/20833 
37615502/62501 2475080/62501 37615402/62501 2450080/62501 
10417932/20833 -10058500/20833 2520/5 -2414/5 
32805600/62501 23731600/62501 10934800/20833 7922800/20833 
10894800/20833 7076800/20833 32815600/62501 21231600/62501 
26464400/62499 28705400/62499 26460600/62501 27544600/62501 
1474900/62499 25143698/62499 1471100/62501 26106302/62501 
-60000/125 25008/125 -11900/25 5002/25 
-52302/125 75000/125 -416/1 600/1 
-29299478/62501 56498600/62501 -29825522/62499 56498900/62499 
20255600/62501 36181600/62501 7164800/20833 12061800/20833 
62500/125 -55402/125 62500/125 -55452/125 
2020/5 -2416/5 404/1 -480/1 
30364400/62499 8778400/62499 30360600/62501 9971600/62501 
468300/20833 12131266/20833 229900/62499 36398498/62499 
25290600/62501 27451600/62501 8819800/20833 9151800/20833 
-8741848/20833 8336232/20833 -26200544/62499 25008796/62499 
18794666/20833 383314/20833 56378998/62499 1149962/62499 
35205600/62501 26259600/62501 11734800/20833 8746800/20833 
732/5 0/5 9125600/62501 6136600/62501 
32615502/62501 3745100/62501 31634498/62499 3748900/62499 
100/1 -480/1 100/1 -482/1 
26515600/62501 33706600/62501 9244800/20833 11236800/20833 
17655600/62501 13829600/62501 16594400/62499 13833400/62499 
43978900/62499 -26275498/62499 702/1 -2/1 
3919900/62499 32633798/62499 3916100/62501 33616202/62501 
6394400/62499 11125400/62499 6390600/62501 10124600/62501 
36575600/62501 18746600/62501 600/1 300/1 
16480600/62501 32584600/62501 16479400/62499 32415400/62499 
11450600/62501 25104600/62501 10299400/62499 25108400/62499 
5236100/62501 22371302/62501 5234900/62499 22628698/62499 
1444900/62499 32643698/62499 473300/20833 10881266/20833 
1426100/62501 31106202/62501 1451100/62501 31106302/62501 
214900/62499 21398798/62499 -400/1 344/1 
33855402/62501 1215100/62501 10964866/20833 406300/20833 
164900/62499 33898798/62499 -400/1 544/1 
10003/25 -10250/25 2001/5 -2050/5 
-30549498/62501 56498600/62501 -31075502/62499 56498900/62499 
36380600/62501 7504600/62501 11789800/20833 2502800/20833 
-2050/5 482/5 -410/1 -400/1 
-51250/125 62533/125 -50000/125 62538/125 
12506/25 -10500/25 12504/25 -10500/25 
35169400/62499 17490400/62499 35330600/62501 17491600/62501 
31394698/62499 -50080/62499 31375302/62501 -50000/62501 
14019400/62499 32593400/62499 13980600/62501 32594600/62501 
28974400/62499 31215400/62499 28970600/62501 30034600/62501 
50240804/62501 -27625482/62501 16746300/20833 -9183506/20833 
23994400/62499 36195400/62499 23990600/62501 35054600/62501 
600/1 360/1 36559400/62499 22503400/62499 
-6225/13 1289/13 -488/1 90/1 
-416/1 304/1 -2098/5 1520/5 
16474400/62499 31165400/62499 16525600/62501 31166600/62501 
2710900/62499 34888598/62499 895300/20833 11629566/20833 
235900/62499 34898498/62499 70300/20833 11632866/20833 
31584400/62499 16273400/62499 31580600/62501 17476600/62501 
-26150458/62501 43990804/62501 -26150478/62501 43985804/62501 
5919800/20833 11692800/20833 17755600/62501 36171600/62501 
16425600/62501 18834600/62501 15324400/62499 18838400/62499 
21469400/62499 29935400/62499 21530600/62501 29936600/62501 
5224916/62499 25124698/62499 5199916/62499 25124798/62499 
9124400/62499 6363400/62499 8875600/62501 6364600/62501 
6415600/62501 16374600/62501 100/1 262/1 
34059400/62499 22513400/62499 33940600/62501 22514600/62501 
5221100/62501 32371402/62501 1740300/20833 10792866/20833 
-11900/25 9976/25 -476/1 400/1 
5204900/62499 30128698/62499 5201100/62501 31121302/62501 
34060600/62501 22486600/62501 11729800/20833 7496800/20833 
15394798/62499 1238900/62499 15389798/62499 2488900/62499 
18860202/62501 -24940/62501 7504/25 -10000/25 
8463266/20833 816300/20833 8378266/20833 816640/20833 
883306/20833 16711366/20833 483306/20833 16712966/20833 
-436/1 400/1 -10900/25 10002/25 
1459900/62499 35143598/62499 478300/20833 11714566/20833 
5241100/62501 21121302/62501 100/1 338/1 
2184800/20833 7957800/20833 6550600/62501 24876600/62501 
33894598/62499 1214900/62499 11298166/20833 413300/20833 
-498/1 904/1 -2496/5 3020/5 
-436/1 104/1 -450/1 104/1 
3996100/62501 26116402/62501 3994900/62499 26383598/62499 
-2296/5 2020/5 -2298/5 2020/5 
5206100/62501 36121402/62501 1735300/20833 12042866/20833 
2700064/62501 25120202/62501 2725064/62501 25120302/62501 
16711366/20833 -33346/20833 50129098/62499 -100018/62499 
-55000/125 62528/125 -27475504/62499 31263596/62499 
2139800/20833 5791800/20833 6415600/62501 16374600/62501 
36560600/62501 22496600/62501 36559400/62499 22503400/62499 
31594400/62499 13773400/62499 31590600/62501 14976600/62501 
26360202/62501 2445100/62501 26355402/62501 1245100/62501 
10004/25 -10500/25 10002/25 -10500/25 
362/1 100/1 22624400/62499 6190400/62499 
-9158508/20833 8336232/20833 -27475544/62499 25003696/62499 
8379866/20833 416640/20833 8378266/20833 816640/20833 
-27475504/62499 25013696/62499 -9158508/20833 8336232/20833 
908300/20833 6296266/20833 1499900/62499 18893698/62499 
-10400/25 7508/25 -416/1 304/1 
3976100/62501 18616202/62501 5226100/62501 18621202/62501 
11329800/20833 11661800/20833 34010600/62501 34986600/62501 
25105202/62501 -49920/62501 10002/25 -10000/25 
25120202/62501 3700080/62501 25115302/62501 2475080/62501 
8915600/62501 16364600/62501 8914400/62499 16135400/62499 
30264400/62499 33778400/62499 30260600/62501 34971600/62501 
-27475544/62499 37503496/62499 -54952/125 75000/125 
27735600/62501 33789600/62501 26514400/62499 33793400/62499 
9030600/62501 29886600/62501 3009800/20833 10037800/20833 
22775600/62501 31191600/62501 22774400/62499 31308400/62499 
150084/62501 37605202/62501 175084/62501 37605302/62501 
37518/125 -58000/125 37513/125 -59250/125 
-8716848/20833 12502932/20833 -26000456/62501 37510600/62501 
10365600/62501 8641600/62501 3454800/20833 2952800/20833 
4699800/20833 4197800/20833 13900600/62501 12594600/62501 
482/1 100/1 466/1 100/1 
56488600/62501 -28299502/62501 56493600/62501 -28299482/62501 
7875600/62501 6131600/62501 126/1 100/1 
12640600/62501 10099600/62501 3869800/20833 3367800/20833 
20120202/62501 4970100/62501 19129798/62499 4973900/62499 
602/1 60/1 37625502/62501 3725060/62501 
542/1 100/1 33874400/62499 6235400/62499 
26355302/62501 1220100/62501 26355202/62501 1195100/62501 
14100600/62501 12406600/62501 5049800/20833 4136800/20833 
231100/62501 17351202/62501 1481100/62501 17356202/62501 
-8741848/20833 6252932/20833 -26225564/62499 18753796/62499 
1450024/62501 31375302/62501 1449916/62499 31389698/62499 
-59902/125 75000/125 -2398/5 2520/5 
25204400/62499 26200400/62499 25295600/62501 26201600/62501 
-30549498/62501 56498600/62501 -30574498/62501 50248600/62501 
-50000/125 50048/125 200004/62501 25125202/62501 
32884598/62499 3718900/62499 32634598/62499 3719900/62499 
14025600/62501 31156600/62501 5074800/20833 10386800/20833 
22620202/62501 4960100/62501 22615302/62501 3735100/62501 
-26125498/62501 50230804/62501 -26150498/62501 50230904/62501 
-2396/5 3020/5 -2398/5 3020/5 
-2450/5 2496/5 -490/1 404/1 
21604400/62499 11313400/62499 21600600/62501 12436600/62501 
31374698/62499 4949920/62499 31375302/62501 4950080/62501 
226100/62501 24851302/62501 1451100/62501 24856202/62501 
-26125458/62501 50240804/62501 -26150458/62501 50240904/62501 
7850600/62501 12381600/62501 7849400/62499 12618400/62499 
32740600/62501 35019600/62501 31509400/62499 35023400/62499 
28970600/62501 30034600/62501 28969400/62499 29965400/62499 
11555600/62501 23646600/62501 11554400/62499 23853400/62499 
36399400/62499 12495400/62499 36600600/62501 12496600/62501 
404/1 -464/1 62500/125 -57952/125 
10059800/20833 6656800/20833 30175600/62501 18779600/62501 
36570600/62501 19996600/62501 600/1 320/1 
14090600/62501 14906600/62501 14089400/62499 15093400/62499 
-28049458/62501 56498600/62501 -28049478/62501 56493600/62501 
367450/627 62665/627 600/1 100/1 
20394698/62499 1243900/62499 20105302/62501 1245100/62501 
15048/25 0/25 15046/25 0/25 
1489900/62499 21393698/62499 1486100/62501 22356302/62501 
-27425478/62501 50241004/62501 -27425498/62501 50236004/62501 
5002/25 -10000/25 5001/25 -10250/25 
8859800/20833 5847800/20833 26420600/62501 17544600/62501 
22839400/62499 15058400/62499 22660600/62501 15059600/62501 
-55000/125 62518/125 -9158508/20833 10419532/20833 
300/1 -480/1 37500/125 -60452/125 
35105302/62501 1185100/62501 35105202/62501 1160100/62501 
2001/5 -2050/5 10004/25 -10500/25 
32644798/62499 1169900/62499 10881566/20833 398300/20833 
-2450/5 498/5 -490/1 -400/1 
35229400/62499 32490400/62499 35225600/62501 31259600/62501 
5175084/62501 37625302/62501 1724972/20833 12541566/20833 
6505600/62501 36126600/62501 7744400/62499 36130400/62499 
5099/25 -10250/25 300/1 -410/1 
-410/1 540/1 -410/1 536/1 
17640600/62501 10079600/62501 16609400/62499 10083400/62499 
18797966/20833 -25026/20833 56388898/62499 -75058/62499 
164/1 600/1 10245600/62501 36359600/62501 
6329800/20833 11641800/20833 18985600/62501 33824600/62501 
488/1 -400/1 10133266/20833 -23700/20833 
35305600/62501 23741600/62501 36444400/62499 23745400/62499 
6296566/20833 416640/20833 18884798/62499 2474920/62499 
-9508514/20833 14666300/20833 -9516834/20833 16746300/20833 
1733300/20833 8376266/20833 1333300/20833 8377866/20833 
-400/1 416/1 196100/62501 26101202/62501 
2734900/62499 28888598/62499 903300/20833 9629566/20833 
5225100/62501 18871202/62501 52700/627 189314/627 
-26225504/62499 25018696/62499 -26225524/62499 25013696/62499 
566/1 100/1 562/1 100/1 
8004800/20833 11267800/20833 23985600/62501 33804600/62501 
1808/5 0/5 22600302/62501 -14900/62501 
23950600/62501 25054600/62501 23949400/62499 24945400/62499 
3961100/62501 28616302/62501 3986100/62501 28616402/62501 
1724972/20833 10458266/20833 5174900/62499 31378798/62499 
16459400/62499 27415400/62499 16455600/62501 26334600/62501 
6793266/20833 1656300/20833 20379698/62499 4993900/62499 
62628898/62499 3649922/62499 1002/1 78/1 
1008/5 0/5 200/1 -400/1 
8824800/20833 10401800/20833 26470600/62501 30044600/62501 
14124400/62499 6343400/62499 13875600/62501 6344600/62501 
37503/125 -59250/125 300/1 -480/1 
11379400/62499 7395400/62499 11620600/62501 7396600/62501 
31425600/62501 18774600/62501 10474800/20833 6241800/20833 
20210600/62501 27569600/62501 19039400/62499 27573400/62499 
31365402/62501 2475080/62501 31360402/62501 2475100/62501 
17694400/62499 23670400/62499 17805600/62501 23671600/62501 
23989400/62499 34945400/62499 23985600/62501 33804600/62501 
30139400/62499 9970400/62499 30135600/62501 8779600/62501 
17800600/62501 24921600/62501 17799400/62499 25078400/62499 
-11400/25 12502/25 -11400/25 12504/25 
-28675478/62501 50246004/62501 -28675498/62501 50241004/62501 
21370302/62501 4990100/62501 20379698/62499 4993900/62499 
16450600/62501 25084600/62501 16449400/62499 24915400/62499 
21579400/62499 17563400/62499 21575600/62501 18686600/62501 
1484900/62499 16393798/62499 78300/20833 5466266/20833 
-416/1 300/1 -51250/125 37503/125 
16520600/62501 32416600/62501 16519400/62499 32583400/62499 
16595600/62501 13666600/62501 5884800/20833 4556800/20833 
34100600/62501 12486600/62501 34099400/62499 12513400/62499 
-28700478/62501 43996004/62501 -29349478/62501 43998600/62501 
-55000/125 50008/125 -440/1 400/1 
10194400/62499 23640400/62499 10305600/62501 23641600/62501 
10006/25 -10000/25 10008/25 -10000/25 
25038/125 -53000/125 25033/125 -54250/125 
21385600/62501 8814600/62501 20364400/62499 8818400/62499 
15124400/62499 6160400/62499 15375600/62501 6161600/62501 
62731004/62501 -26375502/62501 62736004/62501 -26375482/62501 
11525600/62501 31146600/62501 11524400/62499 31353400/62499 
100/1 382/1 54700/627 249514/627 
206/1 100/1 202/1 100/1 
100/1 -460/1 -400/1 -460/1 
12501232/20833 -9641840/20833 37503596/62499 -28950520/62499 
10463266/20833 808300/20833 31384798/62499 2424920/62499 
-510/1 500/1 -510/1 -410/1 
50008/125 -60500/125 404/1 -484/1 
25240600/62501 35049600/62501 25239400/62499 34950400/62499 
-26824458/62501 50243600/62501 -27300542/62499 50243900/62499 
1465900/62499 33643598/62499 488300/20833 11297866/20833 
1399918/62499 62638898/62499 149918/62499 62643898/62499 
30290600/62501 27471600/62501 31459400/62499 27475400/62499 
199978/62499 50128898/62499 199958/62499 50133898/62499 
25215600/62501 28799600/62501 8404800/20833 9566800/20833 
10370600/62501 7391600/62501 10369400/62499 7608400/62499 
20300600/62501 24931600/62501 20299400/62499 25068400/62499 
-400/1 -480/1 -410/1 -490/1 
27840600/62501 14961600/62501 28909400/62499 14965400/62499 
17795600/62501 26171600/62501 17794400/62499 26328400/62499 
1475100/62501 25106302/62501 2700100/62501 25111202/62501 
225004/62501 18875202/62501 74972/20833 6298266/20833 
32745600/62501 36269600/62501 10914800/20833 12076800/20833 
10419532/20833 -8825180/20833 62518/125 -53000/125 
100/1 562/1 5234900/62499 35128498/62499 
-11400/25 9956/25 -450/1 398/1 
-62452/125 37500/125 -3123100/6251 1875204/6251 
30335600/62501 16221600/62501 30334400/62499 16278400/62499 
62743900/62499 -28850518/62499 62738900/62499 -28850498/62499 
-400/1 -480/1 -400/1 -474/1 
10954800/20833 2922800/20833 32860600/62501 9981600/62501 
12685600/62501 21349600/62501 3854800/20833 7117800/20833 
26535600/62501 28706600/62501 8844800/20833 9597800/20833 
29124400/62499 6283400/62499 28875600/62501 6284600/62501 
15354400/62499 11338400/62499 15350600/62501 12411600/62501 
5459800/20833 2471800/20833 16375600/62501 6334600/62501 
12508/25 -10000/25 12507/25 -10250/25 
100/1 482/1 100/1 498/1 
400/1 -484/1 400/1 -494/1 
28899400/62499 12465400/62499 28895600/62501 11284600/62501 
30140600/62501 10029600/62501 30139400/62499 9970400/62499 
35144698/62499 1184900/62499 11714866/20833 403300/20833 
16405600/62501 13834600/62501 5114800/20833 4612800/20833 
160/1 -400/1 168/1 -400/1 
-28074458/62501 50248600/62501 -28550542/62499 50248900/62499 
18792966/20833 1224974/20833 902/1 78/1 
6565600/62501 21126600/62501 6564400/62499 21373400/62499 
-27425498/62501 50236004/62501 -27450458/62501 43996004/62501 
25003696/62499 -28975520/62499 50008/125 -58000/125 
1425084/62501 31360202/62501 1425064/62501 31365202/62501 
20304400/62499 23818400/62499 20300600/62501 24931600/62501 
-400/1 580/1 -13280/33 19240/33 
229900/62499 17648798/62499 -400/1 284/1 
3834800/20833 12117800/20833 11495600/62501 36354600/62501 
17824400/62499 18828400/62499 17820600/62501 19921600/62501 
1520/5 -2318/5 50000/125 -57902/125 
-410/1 560/1 -410/1 556/1 
25329400/62499 17548400/62499 25170600/62501 17549600/62501 
149938/62499 62638898/62499 -26100562/62499 62743900/62499 
16510600/62501 34916600/62501 17739400/62499 34920400/62499 
149918/62499 50144098/62499 -26050582/62499 50248900/62499 
-27425498/62501 50236004/62501 -28074498/62501 50238600/62501 
26524400/62499 31293400/62499 26520600/62501 32456600/62501 
9289800/20833 2512800/20833 27630600/62501 7539600/62501 
62528/125 -53000/125 62523/125 -54250/125 
43894198/62499 -100078/62499 43889198/62499 -100058/62499 
4644800/20833 7051800/20833 13930600/62501 20094600/62501 
16475600/62501 31334600/62501 16474400/62499 31165400/62499 
27650600/62501 12539600/62501 26599400/62499 12543400/62499 
5006/25 -11000/25 5004/25 -11000/25 
